id,name,category,total_score,similarity_score,skill_match_score,matched_required,missing_required,matched_nice,missing_nice,job_terms_overlap
17254634,Candidate 17254634,ADVOCATE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14861855,Candidate 14861855,BUSINESS-DEVELOPMENT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14726000,Candidate 14726000,BUSINESS-DEVELOPMENT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27850777,Candidate 27850777,BUSINESS-DEVELOPMENT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37931076,Candidate 37931076,FINANCE,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16694152,Candidate 16694152,BUSINESS-DEVELOPMENT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25923361,Candidate 25923361,ARTS,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18106533,Candidate 18106533,ARTS,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27796199,Candidate 27796199,BUSINESS-DEVELOPMENT,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
32794700,Candidate 32794700,ARTS,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23807940,Candidate 23807940,CHEF,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22855060,Candidate 22855060,FITNESS,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24740005,Candidate 24740005,CONSTRUCTION,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26691587,Candidate 26691587,APPAREL,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27246366,Candidate 27246366,CONSTRUCTION,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
36694627,Candidate 36694627,ADVOCATE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
74126637,Candidate 74126637,ADVOCATE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
79432080,Candidate 79432080,ARTS,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14146106,Candidate 14146106,ADVOCATE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19437318,Candidate 19437318,BANKING,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
75057933,Candidate 75057933,ADVOCATE,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21511817,Candidate 21511817,CHEF,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21809601,Candidate 21809601,ARTS,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
91431878,Candidate 91431878,AVIATION,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19108760,Candidate 19108760,ADVOCATE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15721849,Candidate 15721849,CONSTRUCTION,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
47996197,Candidate 47996197,HEALTHCARE,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29449419,Candidate 29449419,CHEF,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20172393,Candidate 20172393,HEALTHCARE,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
98513424,Candidate 98513424,FINANCE,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
36727173,Candidate 36727173,AVIATION,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
92524964,Candidate 92524964,FINANCE,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24154692,Candidate 24154692,AVIATION,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21125113,Candidate 21125113,DIGITAL-MEDIA,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
80527194,Candidate 80527194,CONSULTANT,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25919149,Candidate 25919149,ENGINEERING,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16492045,Candidate 16492045,BPO,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
77626587,Candidate 77626587,AVIATION,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27165830,Candidate 27165830,HR,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23782450,Candidate 23782450,SALES,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26829350,Candidate 26829350,BPO,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34131484,Candidate 34131484,SALES,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13477922,Candidate 13477922,INFORMATION-TECHNOLOGY,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
30608780,Candidate 30608780,SALES,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16223371,Candidate 16223371,SALES,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11959428,Candidate 11959428,AVIATION,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28867567,Candidate 28867567,SALES,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28949406,Candidate 28949406,CONSTRUCTION,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28377361,Candidate 28377361,SALES,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28326441,Candidate 28326441,DESIGNER,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24677466,Candidate 24677466,PUBLIC-RELATIONS,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
88651471,Candidate 88651471,PUBLIC-RELATIONS,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15425154,Candidate 15425154,DESIGNER,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37664296,Candidate 37664296,DESIGNER,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20470943,Candidate 20470943,PUBLIC-RELATIONS,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
36621169,Candidate 36621169,SALES,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12820557,Candidate 12820557,SALES,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16121015,Candidate 16121015,SALES,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23734441,Candidate 23734441,ACCOUNTANT,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15041689,Candidate 15041689,HR,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
40018190,Candidate 40018190,INFORMATION-TECHNOLOGY,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25694422,Candidate 25694422,CONSULTANT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11333660,Candidate 11333660,CONSULTANT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25213006,Candidate 25213006,CONSULTANT,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16500168,Candidate 16500168,APPAREL,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37402097,Candidate 37402097,TEACHER,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19464810,Candidate 19464810,TEACHER,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17422560,Candidate 17422560,HR,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16210888,Candidate 16210888,TEACHER,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
49937469,Candidate 49937469,HR,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17562754,Candidate 17562754,DIGITAL-MEDIA,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25824789,Candidate 25824789,HR,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
93459677,Candidate 93459677,CONSULTANT,0.0011,0.0018,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29306433,Candidate 29306433,FITNESS,0.0011,0.0019,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38457612,Candidate 38457612,CONSULTANT,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25413261,Candidate 25413261,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10395944,Candidate 10395944,AVIATION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
39082090,Candidate 39082090,HEALTHCARE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14517953,Candidate 14517953,CONSULTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28198029,Candidate 28198029,SALES,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
41950126,Candidate 41950126,ARTS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
95011061,Candidate 95011061,HEALTHCARE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
59346975,Candidate 59346975,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20149476,Candidate 20149476,ARTS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13405229,Candidate 13405229,AVIATION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21549195,Candidate 21549195,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23914451,Candidate 23914451,HR,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12504278,Candidate 12504278,AVIATION,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14062078,Candidate 14062078,HEALTHCARE,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
92246939,Candidate 92246939,CONSULTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24770846,Candidate 24770846,CONSTRUCTION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10588874,Candidate 10588874,CHEF,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14667659,Candidate 14667659,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
98086373,Candidate 98086373,PUBLIC-RELATIONS,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
31292364,Candidate 31292364,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17306905,Candidate 17306905,ACCOUNTANT,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15011085,Candidate 15011085,FINANCE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
93512385,Candidate 93512385,ADVOCATE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24103168,Candidate 24103168,ACCOUNTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29990140,Candidate 29990140,CHEF,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15958967,Candidate 15958967,ADVOCATE,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
86184722,Candidate 86184722,HR,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19156751,Candidate 19156751,SALES,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18501746,Candidate 18501746,DIGITAL-MEDIA,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16244633,Candidate 16244633,ARTS,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
63670997,Candidate 63670997,CONSULTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
39970711,Candidate 39970711,HR,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12491898,Candidate 12491898,CONSTRUCTION,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17410700,Candidate 17410700,SALES,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38087844,Candidate 38087844,SALES,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13212436,Candidate 13212436,CHEF,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
75297735,Candidate 75297735,HEALTHCARE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10399912,Candidate 10399912,HR,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26530575,Candidate 26530575,FINANCE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
75435017,Candidate 75435017,ADVOCATE,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29161565,Candidate 29161565,AVIATION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19405513,Candidate 19405513,FINANCE,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
44147689,Candidate 44147689,CONSTRUCTION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
58915642,Candidate 58915642,DIGITAL-MEDIA,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28897981,Candidate 28897981,INFORMATION-TECHNOLOGY,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34783330,Candidate 34783330,BANKING,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38642923,Candidate 38642923,FITNESS,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11232471,Candidate 11232471,APPAREL,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20565486,Candidate 20565486,FITNESS,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37087824,Candidate 37087824,FITNESS,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15791766,Candidate 15791766,INFORMATION-TECHNOLOGY,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26768723,Candidate 26768723,INFORMATION-TECHNOLOGY,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22925443,Candidate 22925443,ACCOUNTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20504094,Candidate 20504094,APPAREL,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10674770,Candidate 10674770,ACCOUNTANT,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10149490,Candidate 10149490,CONSTRUCTION,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21550454,Candidate 21550454,TEACHER,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25187733,Candidate 25187733,CONSTRUCTION,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
99244405,Candidate 99244405,TEACHER,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20490741,Candidate 20490741,DIGITAL-MEDIA,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21611212,Candidate 21611212,TEACHER,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15856762,Candidate 15856762,BANKING,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28772892,Candidate 28772892,TEACHER,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19850482,Candidate 19850482,INFORMATION-TECHNOLOGY,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15100547,Candidate 15100547,AUTOMOBILE,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26127853,Candidate 26127853,PUBLIC-RELATIONS,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18368613,Candidate 18368613,SALES,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24083609,Candidate 24083609,INFORMATION-TECHNOLOGY,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28697203,Candidate 28697203,INFORMATION-TECHNOLOGY,0.001,0.0017,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21645690,Candidate 21645690,BANKING,0.001,0.0016,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
